subj_idx,trial,response,rt
17,X21,1,7.778211475
17,X22,1,8.603554357
17,X23,0,8.299285907
17,X24,0,8.260234292
17,X25,0,8.524565946
17,X26,1,7.705262475
17,X27,0,8.656781206
17,X28,1,8.111027838
17,X29,1,8.615589513
17,X30,1,5.476463552
17,X31,1,7.906915489
17,X32,1,8.34188697
17,X33,0,8.010027528
17,X34,0,7.562161631
17,X35,0,8.443546651
17,X36,0,8.243808424
17,X37,1,8.096817471
17,X38,1,8.028781162
17,X39,1,8.303257121
17,X40,1,8.554296279
18,X1,0,8.129469765
18,X2,0,8.968778235
18,X3,1,8.167351987
18,X4,0,9.612533466
18,X5,0,8.576405051
18,X6,0,8.42002128
18,X7,1,8.26821888
18,X8,0,8.443115988
18,X9,1,7.93522954
18,X10,0,8.988321188
18,X11,0,8.657476737
18,X12,1,8.052933037
18,X13,1,8.200837258
18,X14,1,8.395929104
18,X15,1,8.710619528
18,X16,1,7.966933498
18,X17,1,7.989560449
18,X18,0,8.180320875
18,X19,1,8.64453044
18,X20,1,7.912056888
18,X21,0,8.964951212
18,X22,0,8.77059433
18,X23,0,8.051978079
18,X24,0,8.504310566
18,X25,0,8.067776196
18,X26,0,8.178358166
18,X27,0,8.413165121
18,X28,0,7.784889296
18,X29,1,7.895063498
18,X30,0,8.206583614
18,X31,1,8.5754621
18,X32,1,8.357962966
18,X33,0,7.805067044
18,X34,0,7.99125393
18,X35,0,8.594524534
18,X36,1,8.574140472
18,X37,0,8.527539483
18,X38,0,9.706864211
18,X39,1,8.056743775
18,X40,0,8.272570608
19,X1,1,8.328692584
19,X2,0,8.032684876
19,X3,0,7.857093865
19,X4,0,7.127693699
19,X5,0,8.197263371
19,X6,1,7.707062655
19,X7,0,7.127693699
19,X8,1,7.761744985
19,X9,1,6.940222469
19,X10,1,7.285506549
19,X11,1,6.981934677
19,X12,1,7.848933726
19,X13,0,7.519149958
19,X14,0,7.722677516
19,X15,1,8.593598523
19,X16,1,9.484024935
19,X17,1,7.100851909
19,X18,0,7.600402335
19,X19,1,7.154615357
19,X20,0,7.687080156
19,X21,0,7.215239979
19,X22,1,7.929126487
19,X23,0,8.203577737
19,X24,0,7.907651595
19,X25,1,8.021584533
19,X26,0,8.021584533
19,X27,1,7.661056382
19,X28,1,8.365206834
19,X29,0,7.737616283
19,X30,1,7.294377299
19,X31,1,6.635946556
19,X32,1,7.323830566
19,X33,0,7.628517627
19,X34,0,8.116715625
19,X35,1,7.409136444
19,X36,0,6.692083743
19,X37,0,6.849066283
19,X38,0,8.616314282
19,X39,1,7.622663951
19,X40,1,6.678342115
20,X1,1,8.476162842
20,X2,0,7.862112212
20,X3,1,7.958227192
20,X4,1,8.071530894
20,X5,0,8.843182098
20,X6,0,8.248529125
20,X7,0,8.175547596
20,X8,1,8.678291112
20,X9,0,8.8469285
20,X10,1,8.289539485
20,X11,1,8.049107721
20,X12,1,8.403128235
20,X13,1,7.89319887
20,X14,1,8.585785983
20,X15,1,7.934513464
20,X16,0,8.496582238
20,X17,1,7.652545693
20,X18,0,8.023879993
20,X19,0,7.704811923
20,X20,1,8.089175679
20,X21,0,8.872627366
20,X22,0,7.743703258
20,X23,0,8.214194415
20,X24,0,8.775240459
20,X25,1,7.634337236
20,X26,1,7.629975707
20,X27,0,8.191740021
20,X28,1,7.757906208
20,X29,1,8.261526448
20,X30,0,8.091321274
20,X31,1,8.489821995
20,X32,1,8.039479919
20,X33,1,7.960672608
20,X34,0,7.829232538
20,X35,1,7.914983006
20,X36,0,8.051978079
20,X37,1,7.954021087
20,X38,1,8.020270473
20,X39,0,8.360539381
20,X40,0,8.161945799
21,X1,1,8.275376375
21,X2,0,7.741533589
21,X3,0,7.821643126
21,X4,1,6.908754779
21,X5,0,8.718663567
21,X6,0,9.009325173
21,X7,1,7.988203597
21,X8,0,8.872346979
21,X9,0,7.74543561
21,X10,1,9.014325488
21,X11,1,8.212568398
21,X12,0,8.4740769
21,X13,0,8.285765421
21,X14,1,7.17472431
21,X15,0,7.756623335
21,X16,0,7.754910272
21,X17,1,7.68017564
21,X18,1,8.749415407
21,X19,0,7.870165946
21,X20,1,8.463370385
21,X21,1,7.370230642
21,X22,1,8.390041406
21,X23,0,8.646816959
21,X24,0,8.706986763
21,X25,0,9.106423259
21,X26,1,7.405495663
21,X27,1,6.711740395
21,X28,0,6.978213743
21,X29,1,6.925595197
21,X30,0,7.023758955
21,X31,1,6.787844982
21,X32,0,7.488852956
21,X33,1,7.132497552
21,X34,0,7.729295674
21,X35,1,7.800572655
21,X36,0,7.580189418
21,X37,1,7.578145472
21,X38,1,8.210396255
21,X39,0,7.589335823
21,X40,1,8.043020885
22,X1,0,9.276876896
22,X2,1,8.941676305
22,X3,1,8.50167338
22,X4,0,9.342070143
22,X5,0,8.751316247
22,X6,1,9.024131268
22,X7,0,7.892452044
22,X8,0,8.267705665
22,X9,0,9.212238569
22,X10,1,9.015662793
22,X11,0,8.540519017
22,X12,0,8.576593535
22,X13,1,8.494129252
22,X14,1,9.011401509
22,X15,0,8.271292653
22,X16,0,9.11712799
22,X17,0,9.520321952
22,X18,0,7.786967003
22,X19,0,8.607399459
22,X20,0,8.577723691
22,X21,0,8.74766979
22,X22,1,8.096208272
22,X23,0,8.528133131
22,X24,0,9.120196822
22,X25,0,8.210396255
22,X26,0,8.819517541
22,X27,1,8.369388997
22,X28,0,8.551401363
22,X29,1,9.485317072
22,X30,1,8.196987927
22,X31,0,8.335431478
22,X32,0,8.452121195
22,X33,0,8.352082671
22,X34,0,8.492900499
22,X35,0,8.512984347
22,X36,0,8.514188682
22,X37,0,8.969541885
22,X38,1,8.559294367
22,X39,1,8.801770449
22,X40,0,8.204945165
23,X1,1,8.457018468
23,X2,0,8.59858883
23,X3,0,7.439559309
23,X4,1,8.210668031
23,X5,1,7.157735484
23,X6,0,7.796880343
23,X7,1,7.917900586
23,X8,1,7.797702036
23,X9,1,7.811568489
23,X10,0,7.811163385
23,X11,0,7.933079772
23,X12,0,7.895808377
23,X13,0,7.865955414
23,X14,0,7.479299638
23,X15,0,9.542015406
23,X16,0,8.130942302
23,X17,1,7.892452044
23,X18,1,7.941651253
23,X19,1,8.299783172
23,X20,1,7.753623547
23,X21,1,7.905810313
23,X22,0,7.749322465
23,X23,1,7.908387159
23,X24,0,7.698482788
23,X25,1,7.280008253
23,X26,1,9.501142572
23,X27,1,7.756623335
23,X28,1,7.028201432
23,X29,0,5.214935758
23,X30,0,8.19836439
23,X31,1,5.472270674
23,X32,0,7.767687277
23,X33,1,7.376508126
23,X34,0,8.063377822
23,X35,1,5.159055299
23,X36,1,8.009030685
23,X37,1,7.838343316
23,X38,1,7.359467638
23,X39,1,7.299797367
23,X40,0,8.028455164
24,X1,0,9.494240301
24,X2,1,8.451053389
24,X3,0,8.765770544
24,X4,0,8.556413905
24,X5,0,8.516392871
24,X6,1,8.175266104
24,X7,0,8.239857411
24,X8,0,9.189525232
24,X9,0,8.513385953
24,X10,1,8.145839613
24,X11,1,8.835792367
24,X12,1,8.304494898
24,X13,1,8.45723085
24,X14,1,7.933438388
24,X15,1,8.025189322
24,X16,0,7.60339934
24,X17,1,9.224440496
24,X18,1,8.892199092
24,X19,0,9.507700461
24,X20,0,8.309676896
24,X21,0,8.311889558
24,X22,0,8.600062669
24,X23,0,8.240121298
24,X24,0,8.435983136
24,X25,1,7.981391582
24,X26,1,8.467792841
24,X27,0,8.206037763
24,X28,1,8.952993499
24,X29,0,8.623353387
24,X30,1,8.50795061
24,X31,0,8.845633256
24,X32,1,8.274102002
24,X33,1,8.236950048
24,X34,1,9.137769679
24,X35,1,8.536799721
24,X36,1,8.327484416
24,X37,0,8.955835144
24,X38,1,8.638348313
24,X39,0,8.994544758
24,X40,1,8.547528391
25,X1,0,7.937731775
25,X2,1,7.732369222
25,X3,0,8.655214489
25,X4,1,9.21592475
25,X5,1,9.057655284
25,X6,0,9.089640587
25,X7,1,9.001222992
25,X8,0,9.004053938
25,X9,0,8.66733585
25,X10,1,9.123365358
25,X11,1,9.307829993
25,X12,1,9.148464968
25,X13,0,9.513994214
25,X14,1,8.138564737
25,X15,1,9.495519314
25,X16,1,9.232395363
25,X17,0,7.503840747
25,X18,0,9.022322623
25,X19,0,9.248983996
25,X20,1,10.5870136
25,X21,0,9.105979357
25,X22,0,9.029297997
25,X23,1,11.72271626
25,X24,1,8.656433259
25,X25,0,8.231376046
25,X26,1,9.110299018
25,X27,0,8.405143688
25,X28,0,8.609954671
25,X29,1,8.120886021
25,X30,0,8.239857411
25,X31,0,8.447628728
25,X32,1,8.633374946
25,X33,1,8.655040258
25,X34,1,8.631771096
25,X35,1,8.619208117
25,X36,1,8.650149419
25,X37,0,8.551787836
25,X38,0,8.849083519
25,X39,0,9.027738776
25,X40,0,8.692490133
26,X1,0,8.495765244
26,X2,0,7.98752448
26,X3,0,8.610319169
26,X4,1,8.407824654
26,X5,0,8.30844552
26,X6,1,8.165079259
26,X7,1,8.035278911
26,X8,0,8.316300249
26,X9,1,8.101071503
26,X10,0,8.061486867
26,X11,0,7.870547845
26,X12,0,8.343077871
26,X13,0,8.442469645
26,X14,0,7.786551806
26,X15,0,8.315811132
26,X16,0,7.914252279
26,X17,1,7.549609165
26,X18,0,7.641084249
26,X19,1,7.794411206
26,X20,1,8.382060517
26,X21,0,8.405814603
26,X22,0,7.860570786
26,X23,0,7.682482447
26,X24,0,7.431891917
26,X25,1,7.474204806
26,X26,0,7.803435057
26,X27,1,7.301822342
26,X28,1,8.391176351
26,X29,0,7.790282381
26,X30,1,8.353497099
26,X31,0,8.271292653
26,X32,1,7.932362154
26,X33,0,5.869296913
26,X34,0,8.245121966
26,X35,1,8.442900587
26,X36,0,7.480428306
26,X37,0,7.503840747
26,X38,1,7.578145472
26,X39,1,7.433075349
26,X40,1,7.590346946
27,X1,1,8.337827262
27,X2,0,8.354203563
27,X3,1,8.399984991
27,X4,0,7.869019376
27,X5,1,7.631916513
27,X6,1,8.732143268
27,X7,1,7.765993079
27,X8,1,8.109826276
27,X9,0,8.536014946
27,X10,0,8.426611813
27,X11,0,8.117014088
27,X12,0,7.608374474
27,X13,0,8.100161447
27,X14,1,8.750049422
27,X15,1,9.361343246
27,X16,0,8.396380571
27,X17,1,8.352082671
27,X18,0,9.050992879
27,X19,1,9.286467732
27,X20,0,9.581559041
27,X21,1,8.295798111
27,X22,1,6.831953566
27,X23,0,5.659482216
27,X24,1,10.34325746
27,X25,1,7.865955414
27,X26,1,7.425953657
27,X27,0,7.724446646
27,X28,0,8.734721004
27,X29,0,7.647308832
27,X30,1,7.922623574
27,X31,1,7.96797318
27,X32,0,8.325548307
27,X33,1,7.31521839
